"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","135","Longford, Co. Longford","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","136","Loughrea, Co. Galway","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","140","Monaghan, Co. Monaghan","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","141","Mulhuddart, Co. Dublin","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","143","Mulhuddart Maple House, Co. Dublin","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","144","Mullingar, Co. Westmeath","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","145","Naas, Co. Kildare","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","146","Navan, Co. Meath","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","147","Nenagh, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","148","Newcastle West, Co. Limerick","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","150","Portlaoise, Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","151","Raheny, Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","152","Roscommon, Co. Roscommon","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","153","Shannon, Co. Clare","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","154","Skibbereen, Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","155","Sligo, Co. Sligo","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","156","Tallaght, Co. Dublin","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","157","Thurles, Co. Tipperary","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","158","Tipperary, Co. Tipperary","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","159","Tralee, Co. Kerry","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","161","Tuam, Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","162","Tullamore, Co. Offaly","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","163","Waterford, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","164","Wexford, Co. Wexford","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","165","Wicklow, Co. Wicklow","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","167","Galway (Clybaun Hotel), Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","170","Mitchelstown, Co. Cork","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","-","All driving test centres","Weeks","10.7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","100","Athlone, Co. Westmeath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","101","Ballina, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","102","Birr, Co. Offaly","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","104","Buncrana, Co. Donegal","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","105","Carlow, Co. Carlow","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","106","Carlow Talbot Hotel, Co. Carlow","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","107","Carrick On Shannon, Co. Leitrim","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","108","Castlebar, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","109","Cavan, Co. Cavan","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","110","Charlestown (Dublin), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","111","Clifden, Co. Galway","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","112","Clonmel, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","115","Cork (Wilton), Co. Cork","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","116","Donegal, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","119","Dundalk, Co. Louth","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","120","Dungarvan, Co. Waterford","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","121","Ennis, Co. Clare","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","122","Finglas, Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","123","Galway (Carnmore), Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","124","Galway (Westside), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","125","Gorey, Co. Wexford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","128","Killarney, Co. Kerry","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","129","Killester, Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","130","Kilrush, Co. Clare","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","131","Letterkenny, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","132","Limerick - Castlemungret, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","133","Limerick - Woodview, Co. Limerick","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","135","Longford, Co. Longford","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","136","Loughrea, Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","140","Monaghan, Co. Monaghan","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","141","Mulhuddart, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","143","Mulhuddart Maple House, Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","144","Mullingar, Co. Westmeath","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","145","Naas, Co. Kildare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","146","Navan, Co. Meath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","147","Nenagh, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","148","Newcastle West, Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","150","Portlaoise, Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","151","Raheny, Co. Dublin","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","152","Roscommon, Co. Roscommon","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","153","Shannon, Co. Clare","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","154","Skibbereen, Co. Cork","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","155","Sligo, Co. Sligo","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","156","Tallaght, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","157","Thurles, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","158","Tipperary, Co. Tipperary","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","159","Tralee, Co. Kerry","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","161","Tuam, Co. Galway","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","162","Tullamore, Co. Offaly","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","163","Waterford, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","164","Wexford, Co. Wexford","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","165","Wicklow, Co. Wicklow","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202601","2026 January","167","Galway (Clybaun Hotel), Co. Galway","Weeks","9"
