"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","112","Clonmel, Co. Tipperary","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","115","Cork (Wilton), Co. Cork","Weeks","36"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","116","Donegal, Co. Donegal","Weeks","45"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","49"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","119","Dundalk, Co. Louth","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","120","Dungarvan, Co. Waterford","Weeks","37"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","121","Ennis, Co. Clare","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","122","Finglas, Co. Dublin","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","123","Galway (Carnmore), Co. Galway","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","124","Galway (Westside), Co. Galway","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","125","Gorey, Co. Wexford","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","51"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","128","Killarney, Co. Kerry","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","129","Killester, Co. Dublin","Weeks","52"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","130","Kilrush, Co. Clare","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","131","Letterkenny, Co. Donegal","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","132","Limerick - Castlemungret, Co. Limerick","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","133","Limerick - Woodview, Co. Limerick","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","135","Longford, Co. Longford","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","136","Loughrea, Co. Galway","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","140","Monaghan, Co. Monaghan","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","141","Mulhuddart, Co. Dublin","Weeks","48"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","143","Mulhuddart Maple House, Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","144","Mullingar, Co. Westmeath","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","145","Naas, Co. Kildare","Weeks","36"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","146","Navan, Co. Meath","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","147","Nenagh, Co. Tipperary","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","148","Newcastle West, Co. Limerick","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","150","Portlaoise, Co. Laois","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","151","Raheny, Co. Dublin","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","152","Roscommon, Co. Roscommon","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","153","Shannon, Co. Clare","Weeks","39"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","154","Skibbereen, Co. Cork","Weeks","33"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","155","Sligo, Co. Sligo","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","156","Tallaght, Co. Dublin","Weeks","41"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","157","Thurles, Co. Tipperary","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","158","Tipperary, Co. Tipperary","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","159","Tralee, Co. Kerry","Weeks","39"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","161","Tuam, Co. Galway","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","162","Tullamore, Co. Offaly","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","163","Waterford, Co. Waterford","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","164","Wexford, Co. Wexford","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","165","Wicklow, Co. Wicklow","Weeks","42"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202309","2023 September","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","-","All driving test centres","Weeks","24.9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","100","Athlone, Co. Westmeath","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","101","Ballina, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","102","Birr, Co. Offaly","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","104","Buncrana, Co. Donegal","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","106","Carlow Talbot Hotel, Co. Carlow","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","107","Carrick On Shannon, Co. Leitrim","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","108","Castlebar, Co. Mayo","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","109","Cavan, Co. Cavan","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","110","Charlestown (Dublin), Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","111","Clifden, Co. Galway","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","112","Clonmel, Co. Tipperary","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","115","Cork (Wilton), Co. Cork","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","116","Donegal, Co. Donegal","Weeks","33"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","40"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","119","Dundalk, Co. Louth","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","120","Dungarvan, Co. Waterford","Weeks","38"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","121","Ennis, Co. Clare","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","122","Finglas, Co. Dublin","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","123","Galway (Carnmore), Co. Galway","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","124","Galway (Westside), Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","125","Gorey, Co. Wexford","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","45"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","128","Killarney, Co. Kerry","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","129","Killester, Co. Dublin","Weeks","37"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","130","Kilrush, Co. Clare","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","131","Letterkenny, Co. Donegal","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","132","Limerick - Castlemungret, Co. Limerick","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","133","Limerick - Woodview, Co. Limerick","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","135","Longford, Co. Longford","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","136","Loughrea, Co. Galway","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","140","Monaghan, Co. Monaghan","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","141","Mulhuddart, Co. Dublin","Weeks","45"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","143","Mulhuddart Maple House, Co. Dublin","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","144","Mullingar, Co. Westmeath","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","145","Naas, Co. Kildare","Weeks","37"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","146","Navan, Co. Meath","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","147","Nenagh, Co. Tipperary","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","148","Newcastle West, Co. Limerick","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","150","Portlaoise, Co. Laois","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","151","Raheny, Co. Dublin","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","152","Roscommon, Co. Roscommon","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","153","Shannon, Co. Clare","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","154","Skibbereen, Co. Cork","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","155","Sligo, Co. Sligo","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","156","Tallaght, Co. Dublin","Weeks","39"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","157","Thurles, Co. Tipperary","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","158","Tipperary, Co. Tipperary","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","159","Tralee, Co. Kerry","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","161","Tuam, Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","162","Tullamore, Co. Offaly","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","163","Waterford, Co. Waterford","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","164","Wexford, Co. Wexford","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","165","Wicklow, Co. Wicklow","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202310","2023 October","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","-","All driving test centres","Weeks","24.3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","100","Athlone, Co. Westmeath","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","101","Ballina, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","102","Birr, Co. Offaly","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","104","Buncrana, Co. Donegal","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","106","Carlow Talbot Hotel, Co. Carlow","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","107","Carrick On Shannon, Co. Leitrim","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","108","Castlebar, Co. Mayo","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","109","Cavan, Co. Cavan","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","110","Charlestown (Dublin), Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","111","Clifden, Co. Galway","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","112","Clonmel, Co. Tipperary","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","115","Cork (Wilton), Co. Cork","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","116","Donegal, Co. Donegal","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","41"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","119","Dundalk, Co. Louth","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","120","Dungarvan, Co. Waterford","Weeks","36"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","121","Ennis, Co. Clare","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","122","Finglas, Co. Dublin","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","123","Galway (Carnmore), Co. Galway","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","124","Galway (Westside), Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","125","Gorey, Co. Wexford","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","43"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","128","Killarney, Co. Kerry","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","129","Killester, Co. Dublin","Weeks","37"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","130","Kilrush, Co. Clare","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","131","Letterkenny, Co. Donegal","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","132","Limerick - Castlemungret, Co. Limerick","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","133","Limerick - Woodview, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","135","Longford, Co. Longford","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","136","Loughrea, Co. Galway","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","140","Monaghan, Co. Monaghan","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","141","Mulhuddart, Co. Dublin","Weeks","43"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","143","Mulhuddart Maple House, Co. Dublin","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","144","Mullingar, Co. Westmeath","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","145","Naas, Co. Kildare","Weeks","38"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","146","Navan, Co. Meath","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","147","Nenagh, Co. Tipperary","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","148","Newcastle West, Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","150","Portlaoise, Co. Laois","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","151","Raheny, Co. Dublin","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","152","Roscommon, Co. Roscommon","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","153","Shannon, Co. Clare","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","154","Skibbereen, Co. Cork","Weeks","34"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","155","Sligo, Co. Sligo","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","156","Tallaght, Co. Dublin","Weeks","40"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","157","Thurles, Co. Tipperary","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","158","Tipperary, Co. Tipperary","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","159","Tralee, Co. Kerry","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","161","Tuam, Co. Galway","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","162","Tullamore, Co. Offaly","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","163","Waterford, Co. Waterford","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","164","Wexford, Co. Wexford","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","165","Wicklow, Co. Wicklow","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202311","2023 November","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","-","All driving test centres","Weeks","22.5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","100","Athlone, Co. Westmeath","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","101","Ballina, Co. Mayo","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","102","Birr, Co. Offaly","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","104","Buncrana, Co. Donegal","Weeks","33"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","105","Carlow, Co. Carlow","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","106","Carlow Talbot Hotel, Co. Carlow","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","107","Carrick On Shannon, Co. Leitrim","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","108","Castlebar, Co. Mayo","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","109","Cavan, Co. Cavan","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","110","Charlestown (Dublin), Co. Dublin","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","111","Clifden, Co. Galway","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","112","Clonmel, Co. Tipperary","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","115","Cork (Wilton), Co. Cork","Weeks","35"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","116","Donegal, Co. Donegal","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","40"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","119","Dundalk, Co. Louth","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","120","Dungarvan, Co. Waterford","Weeks","27"
